#SAMPLE	BIOSAMPLE	STUDY	ENVIRONMENT	SOURCE_SAMPLE_LINK
IMSM22-1_SAMEA5858660-S001_METAG	SAMEA5858660	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858660/
IMSM22-1_SAMEA5858660-S002_METAG	SAMEA5858660	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858660/
IMSM22-1_SAMEA5858660-S003_METAG	SAMEA5858660	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858660/
IMSM22-1_SAMEA5858661-S001_METAG	SAMEA5858661	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858661/
IMSM22-1_SAMEA5858662-S001_METAG	SAMEA5858662	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858662/
IMSM22-1_SAMEA5858662-S002_METAG	SAMEA5858662	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858662/
IMSM22-1_SAMEA5858663-S001_METAG	SAMEA5858663	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858663/
IMSM22-1_SAMEA5858664-S001_METAG	SAMEA5858664	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858664/
IMSM22-1_SAMEA5858665-S001_METAG	SAMEA5858665	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858665/
IMSM22-1_SAMEA5858666-S001_METAG	SAMEA5858666	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858666/
IMSM22-1_SAMEA5858667-S001_METAG	SAMEA5858667	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858667/
IMSM22-1_SAMEA5858667-S002_METAG	SAMEA5858667	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858667/
IMSM22-1_SAMEA5858669-S001_METAG	SAMEA5858669	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858669/
IMSM22-1_SAMEA5858669-S002_METAG	SAMEA5858669	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858669/
IMSM22-1_SAMEA5858670-S001_METAG	SAMEA5858670	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858670/
IMSM22-1_SAMEA5858671-S001_METAG	SAMEA5858671	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858671/
IMSM22-1_SAMEA5858671-S002_METAG	SAMEA5858671	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858671/
IMSM22-1_SAMEA5858671-S003_METAG	SAMEA5858671	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858671/
IMSM22-1_SAMEA5858672-S001_METAG	SAMEA5858672	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858672/
IMSM22-1_SAMEA5858673-S001_METAG	SAMEA5858673	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858673/
IMSM22-1_SAMEA5858673-S002_METAG	SAMEA5858673	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858673/
IMSM22-1_SAMEA5858673-S003_METAG	SAMEA5858673	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858673/
IMSM22-1_SAMEA5858674-S001_METAG	SAMEA5858674	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858674/
IMSM22-1_SAMEA5858675-S001_METAG	SAMEA5858675	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858675/
IMSM22-1_SAMEA5858676-S001_METAG	SAMEA5858676	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858676/
IMSM22-1_SAMEA5858676-S002_METAG	SAMEA5858676	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858676/
IMSM22-1_SAMEA5858676-S003_METAG	SAMEA5858676	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858676/
IMSM22-1_SAMEA5858677-S001_METAG	SAMEA5858677	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858677/
IMSM22-1_SAMEA5858678-S001_METAG	SAMEA5858678	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858678/
IMSM22-1_SAMEA5858679-S001_METAG	SAMEA5858679	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858679/
IMSM22-1_SAMEA5858680-S001_METAG	SAMEA5858680	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858680/
IMSM22-1_SAMEA5858681-S001_METAG	SAMEA5858681	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858681/
IMSM22-1_SAMEA5858682-S001_METAG	SAMEA5858682	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858682/
IMSM22-1_SAMEA5858683-S001_METAG	SAMEA5858683	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858683/
IMSM22-1_SAMEA5858684-S001_METAG	SAMEA5858684	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858684/
IMSM22-1_SAMEA5858684-S002_METAG	SAMEA5858684	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858684/
IMSM22-1_SAMEA5858685-S001_METAG	SAMEA5858685	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858685/
IMSM22-1_SAMEA5858685-S002_METAG	SAMEA5858685	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858685/
IMSM22-1_SAMEA5858685-S003_METAG	SAMEA5858685	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858685/
IMSM22-1_SAMEA5858686-S001_METAG	SAMEA5858686	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858686/
IMSM22-1_SAMEA5858686-S002_METAG	SAMEA5858686	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858686/
IMSM22-1_SAMEA5858687-S001_METAG	SAMEA5858687	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858687/
IMSM22-1_SAMEA5858688-S001_METAG	SAMEA5858688	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858688/
IMSM22-1_SAMEA5858689-S001_METAG	SAMEA5858689	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858689/
IMSM22-1_SAMEA5858690-S001_METAG	SAMEA5858690	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858690/
IMSM22-1_SAMEA5858691-S001_METAG	SAMEA5858691	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858691/
IMSM22-1_SAMEA5858692-S001_METAG	SAMEA5858692	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858692/
IMSM22-1_SAMEA5858693-S001_METAG	SAMEA5858693	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858693/
IMSM22-1_SAMEA5858694-S001_METAG	SAMEA5858694	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858694/
IMSM22-1_SAMEA5858695-S001_METAG	SAMEA5858695	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858695/
IMSM22-1_SAMEA5858696-S001_METAG	SAMEA5858696	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858696/
IMSM22-1_SAMEA5858697-S001_METAG	SAMEA5858697	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858697/
IMSM22-1_SAMEA5858698-S001_METAG	SAMEA5858698	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858698/
IMSM22-1_SAMEA5858699-S001_METAG	SAMEA5858699	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858699/
IMSM22-1_SAMEA5858700-S001_METAG	SAMEA5858700	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858700/
IMSM22-1_SAMEA5858701-S001_METAG	SAMEA5858701	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858701/
IMSM22-1_SAMEA5858702-S001_METAG	SAMEA5858702	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858702/
IMSM22-1_SAMEA5858703-S001_METAG	SAMEA5858703	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858703/
IMSM22-1_SAMEA5858704-S001_METAG	SAMEA5858704	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858704/
IMSM22-1_SAMEA5858705-S001_METAG	SAMEA5858705	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858705/
IMSM22-1_SAMEA5858706-S001_METAG	SAMEA5858706	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858706/
IMSM22-1_SAMEA5858706-S002_METAG	SAMEA5858706	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858706/
IMSM22-1_SAMEA5858706-S003_METAG	SAMEA5858706	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858706/
IMSM22-1_SAMEA5858707-S001_METAG	SAMEA5858707	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858707/
IMSM22-1_SAMEA5858707-S002_METAG	SAMEA5858707	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858707/
IMSM22-1_SAMEA5858708-S001_METAG	SAMEA5858708	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858708/
IMSM22-1_SAMEA5858708-S002_METAG	SAMEA5858708	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858708/
IMSM22-1_SAMEA5858709-S001_METAG	SAMEA5858709	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858709/
IMSM22-1_SAMEA5858710-S001_METAG	SAMEA5858710	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858710/
IMSM22-1_SAMEA5858711-S001_METAG	SAMEA5858711	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858711/
IMSM22-1_SAMEA5858712-S001_METAG	SAMEA5858712	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858712/
IMSM22-1_SAMEA5858712-S002_METAG	SAMEA5858712	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858712/
IMSM22-1_SAMEA5858713-S001_METAG	SAMEA5858713	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858713/
IMSM22-1_SAMEA5858713-S002_METAG	SAMEA5858713	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858713/
IMSM22-1_SAMEA5858714-S001_METAG	SAMEA5858714	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858714/
IMSM22-1_SAMEA5858715-S001_METAG	SAMEA5858715	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858715/
IMSM22-1_SAMEA5858716-S001_METAG	SAMEA5858716	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858716/
IMSM22-1_SAMEA5858717-S001_METAG	SAMEA5858717	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858717/
IMSM22-1_SAMEA5858717-S002_METAG	SAMEA5858717	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858717/
IMSM22-1_SAMEA5858717-S003_METAG	SAMEA5858717	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858717/
IMSM22-1_SAMEA5858718-S001_METAG	SAMEA5858718	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858718/
IMSM22-1_SAMEA5858719-S001_METAG	SAMEA5858719	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858719/
IMSM22-1_SAMEA5858719-S002_METAG	SAMEA5858719	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858719/
IMSM22-1_SAMEA5858720-S001_METAG	SAMEA5858720	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858720/
IMSM22-1_SAMEA5858720-S002_METAG	SAMEA5858720	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858720/
IMSM22-1_SAMEA5858720-S003_METAG	SAMEA5858720	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858720/
IMSM22-1_SAMEA5858721-S001_METAG	SAMEA5858721	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858721/
IMSM22-1_SAMEA5858722-S001_METAG	SAMEA5858722	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858722/
IMSM22-1_SAMEA5858722-S002_METAG	SAMEA5858722	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858722/
IMSM22-1_SAMEA5858722-S003_METAG	SAMEA5858722	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858722/
IMSM22-1_SAMEA5858723-S001_METAG	SAMEA5858723	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858723/
IMSM22-1_SAMEA5858724-S001_METAG	SAMEA5858724	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858724/
IMSM22-1_SAMEA5858725-S001_METAG	SAMEA5858725	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858725/
IMSM22-1_SAMEA5858726-S001_METAG	SAMEA5858726	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858726/
IMSM22-1_SAMEA5858726-S002_METAG	SAMEA5858726	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858726/
IMSM22-1_SAMEA5858726-S003_METAG	SAMEA5858726	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858726/
IMSM22-1_SAMEA5858727-S001_METAG	SAMEA5858727	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858727/
IMSM22-1_SAMEA5858728-S001_METAG	SAMEA5858728	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858728/
IMSM22-1_SAMEA5858728-S002_METAG	SAMEA5858728	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858728/
IMSM22-1_SAMEA5858729-S001_METAG	SAMEA5858729	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858729/
IMSM22-1_SAMEA5858729-S002_METAG	SAMEA5858729	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858729/
IMSM22-1_SAMEA5858729-S003_METAG	SAMEA5858729	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858729/
IMSM22-1_SAMEA5858730-S001_METAG	SAMEA5858730	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858730/
IMSM22-1_SAMEA5858731-S001_METAG	SAMEA5858731	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858731/
IMSM22-1_SAMEA5858732-S001_METAG	SAMEA5858732	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858732/
IMSM22-1_SAMEA5858733-S001_METAG	SAMEA5858733	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858733/
IMSM22-1_SAMEA5858734-S001_METAG	SAMEA5858734	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858734/
IMSM22-1_SAMEA5858735-S001_METAG	SAMEA5858735	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858735/
IMSM22-1_SAMEA5858736-S001_METAG	SAMEA5858736	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858736/
IMSM22-1_SAMEA5858736-S002_METAG	SAMEA5858736	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858736/
IMSM22-1_SAMEA5858737-S001_METAG	SAMEA5858737	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858737/
IMSM22-1_SAMEA5858738-S001_METAG	SAMEA5858738	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858738/
IMSM22-1_SAMEA5858738-S002_METAG	SAMEA5858738	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858738/
IMSM22-1_SAMEA5858738-S003_METAG	SAMEA5858738	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858738/
IMSM22-1_SAMEA5858739-S001_METAG	SAMEA5858739	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858739/
IMSM22-1_SAMEA5858740-S001_METAG	SAMEA5858740	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858740/
IMSM22-1_SAMEA5858741-S001_METAG	SAMEA5858741	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858741/
IMSM22-1_SAMEA5858742-S001_METAG	SAMEA5858742	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858742/
IMSM22-1_SAMEA5858742-S002_METAG	SAMEA5858742	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858742/
IMSM22-1_SAMEA5858742-S003_METAG	SAMEA5858742	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858742/
IMSM22-1_SAMEA5858743-S001_METAG	SAMEA5858743	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858743/
IMSM22-1_SAMEA5858744-S001_METAG	SAMEA5858744	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858744/
IMSM22-1_SAMEA5858745-S001_METAG	SAMEA5858745	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858745/
IMSM22-1_SAMEA5858746-S001_METAG	SAMEA5858746	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858746/
IMSM22-1_SAMEA5858747-S001_METAG	SAMEA5858747	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858747/
IMSM22-1_SAMEA5858747-S002_METAG	SAMEA5858747	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858747/
IMSM22-1_SAMEA5858748-S001_METAG	SAMEA5858748	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858748/
IMSM22-1_SAMEA5858749-S001_METAG	SAMEA5858749	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858749/
IMSM22-1_SAMEA5858750-S001_METAG	SAMEA5858750	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858750/
IMSM22-1_SAMEA5858751-S001_METAG	SAMEA5858751	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858751/
IMSM22-1_SAMEA5858752-S001_METAG	SAMEA5858752	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858752/
IMSM22-1_SAMEA5858753-S001_METAG	SAMEA5858753	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858753/
IMSM22-1_SAMEA5858753-S002_METAG	SAMEA5858753	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858753/
IMSM22-1_SAMEA5858753-S003_METAG	SAMEA5858753	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858753/
IMSM22-1_SAMEA5858754-S001_METAG	SAMEA5858754	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858754/
IMSM22-1_SAMEA5858755-S001_METAG	SAMEA5858755	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858755/
IMSM22-1_SAMEA5858756-S001_METAG	SAMEA5858756	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858756/
IMSM22-1_SAMEA5858757-S001_METAG	SAMEA5858757	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858757/
IMSM22-1_SAMEA5858758-S001_METAG	SAMEA5858758	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858758/
IMSM22-1_SAMEA5858759-S001_METAG	SAMEA5858759	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858759/
IMSM22-1_SAMEA5858759-S002_METAG	SAMEA5858759	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858759/
IMSM22-1_SAMEA5858760-S001_METAG	SAMEA5858760	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858760/
IMSM22-1_SAMEA5858760-S002_METAG	SAMEA5858760	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858760/
IMSM22-1_SAMEA5858760-S003_METAG	SAMEA5858760	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858760/
IMSM22-1_SAMEA5858761-S001_METAG	SAMEA5858761	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858761/
IMSM22-1_SAMEA5858762-S001_METAG	SAMEA5858762	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858762/
IMSM22-1_SAMEA5858763-S001_METAG	SAMEA5858763	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858763/
IMSM22-1_SAMEA5858763-S002_METAG	SAMEA5858763	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858763/
IMSM22-1_SAMEA5858763-S003_METAG	SAMEA5858763	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858763/
IMSM22-1_SAMEA5858764-S001_METAG	SAMEA5858764	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858764/
IMSM22-1_SAMEA5858765-S001_METAG	SAMEA5858765	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858765/
IMSM22-1_SAMEA5858766-S001_METAG	SAMEA5858766	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858766/
IMSM22-1_SAMEA5858767-S001_METAG	SAMEA5858767	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858767/
IMSM22-1_SAMEA5858768-S001_METAG	SAMEA5858768	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858768/
IMSM22-1_SAMEA5858769-S001_METAG	SAMEA5858769	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858769/
IMSM22-1_SAMEA5858770-S001_METAG	SAMEA5858770	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858770/
IMSM22-1_SAMEA5858771-S001_METAG	SAMEA5858771	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858771/
IMSM22-1_SAMEA5858772-S001_METAG	SAMEA5858772	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858772/
IMSM22-1_SAMEA5858773-S001_METAG	SAMEA5858773	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858773/
IMSM22-1_SAMEA5858774-S001_METAG	SAMEA5858774	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858774/
IMSM22-1_SAMEA5858775-S001_METAG	SAMEA5858775	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858775/
IMSM22-1_SAMEA5858776-S001_METAG	SAMEA5858776	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858776/
IMSM22-1_SAMEA5858777-S001_METAG	SAMEA5858777	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858777/
IMSM22-1_SAMEA5858778-S001_METAG	SAMEA5858778	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858778/
IMSM22-1_SAMEA5858779-S001_METAG	SAMEA5858779	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858779/
IMSM22-1_SAMEA5858780-S001_METAG	SAMEA5858780	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858780/
IMSM22-1_SAMEA5858781-S001_METAG	SAMEA5858781	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858781/
IMSM22-1_SAMEA5858782-S001_METAG	SAMEA5858782	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858782/
IMSM22-1_SAMEA5858783-S001_METAG	SAMEA5858783	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858783/
IMSM22-1_SAMEA5858784-S001_METAG	SAMEA5858784	IMSM22-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMEA5858784/
