#SAMPLE	BIOSAMPLE	STUDY	ENVIRONMENT	SOURCE_SAMPLE_LINK
GASP19-1_SAMN09980745_METAG	SAMN09980745	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980745/
GASP19-1_SAMN09980746_METAG	SAMN09980746	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980746/
GASP19-1_SAMN09980747_METAG	SAMN09980747	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980747/
GASP19-1_SAMN09980748_METAG	SAMN09980748	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980748/
GASP19-1_SAMN09980749_METAG	SAMN09980749	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980749/
GASP19-1_SAMN09980750_METAG	SAMN09980750	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980750/
GASP19-1_SAMN09980751_METAG	SAMN09980751	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980751/
GASP19-1_SAMN09980752_METAG	SAMN09980752	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980752/
GASP19-1_SAMN09980753_METAG	SAMN09980753	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980753/
GASP19-1_SAMN09980754_METAG	SAMN09980754	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980754/
GASP19-1_SAMN09980755_METAG	SAMN09980755	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980755/
GASP19-1_SAMN09980756_METAG	SAMN09980756	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980756/
GASP19-1_SAMN09980757_METAG	SAMN09980757	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980757/
GASP19-1_SAMN09980758_METAG	SAMN09980758	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980758/
GASP19-1_SAMN09980759_METAG	SAMN09980759	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980759/
GASP19-1_SAMN09980760_METAG	SAMN09980760	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980760/
GASP19-1_SAMN09980761_METAG	SAMN09980761	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980761/
GASP19-1_SAMN09980762_METAG	SAMN09980762	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980762/
GASP19-1_SAMN09980763_METAG	SAMN09980763	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980763/
GASP19-1_SAMN09980764_METAG	SAMN09980764	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980764/
GASP19-1_SAMN09980765_METAG	SAMN09980765	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980765/
GASP19-1_SAMN09980766_METAG	SAMN09980766	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980766/
GASP19-1_SAMN09980767_METAG	SAMN09980767	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980767/
GASP19-1_SAMN09980768_METAG	SAMN09980768	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980768/
GASP19-1_SAMN09980769_METAG	SAMN09980769	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980769/
GASP19-1_SAMN09980770_METAG	SAMN09980770	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980770/
GASP19-1_SAMN09980771_METAG	SAMN09980771	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980771/
GASP19-1_SAMN09980772_METAG	SAMN09980772	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980772/
GASP19-1_SAMN09980773_METAG	SAMN09980773	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980773/
GASP19-1_SAMN09980774_METAG	SAMN09980774	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980774/
GASP19-1_SAMN09980775_METAG	SAMN09980775	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980775/
GASP19-1_SAMN09980776_METAG	SAMN09980776	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980776/
GASP19-1_SAMN09980777_METAG	SAMN09980777	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980777/
GASP19-1_SAMN09980778_METAG	SAMN09980778	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980778/
GASP19-1_SAMN09980779_METAG	SAMN09980779	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980779/
GASP19-1_SAMN09980780_METAG	SAMN09980780	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980780/
GASP19-1_SAMN09980782_METAG	SAMN09980782	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980782/
GASP19-1_SAMN09980783_METAG	SAMN09980783	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980783/
GASP19-1_SAMN09980784_METAG	SAMN09980784	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980784/
GASP19-1_SAMN09980785_METAG	SAMN09980785	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980785/
GASP19-1_SAMN09980786_METAG	SAMN09980786	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980786/
GASP19-1_SAMN09980787_METAG	SAMN09980787	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980787/
GASP19-1_SAMN09980788_METAG	SAMN09980788	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980788/
GASP19-1_SAMN09980789_METAG	SAMN09980789	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980789/
GASP19-1_SAMN09980790_METAG	SAMN09980790	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980790/
GASP19-1_SAMN09980791_METAG	SAMN09980791	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980791/
GASP19-1_SAMN09980792_METAG	SAMN09980792	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980792/
GASP19-1_SAMN09980793_METAG	SAMN09980793	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980793/
GASP19-1_SAMN09980794_METAG	SAMN09980794	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980794/
GASP19-1_SAMN09980795_METAG	SAMN09980795	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980795/
GASP19-1_SAMN09980796_METAG	SAMN09980796	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980796/
GASP19-1_SAMN09980797_METAG	SAMN09980797	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980797/
GASP19-1_SAMN09980798_METAG	SAMN09980798	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980798/
GASP19-1_SAMN09980799_METAG	SAMN09980799	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980799/
GASP19-1_SAMN09980800_METAG	SAMN09980800	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980800/
GASP19-1_SAMN09980801_METAG	SAMN09980801	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980801/
GASP19-1_SAMN09980802_METAG	SAMN09980802	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980802/
GASP19-1_SAMN09980803_METAG	SAMN09980803	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980803/
GASP19-1_SAMN09980804_METAG	SAMN09980804	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980804/
GASP19-1_SAMN09980805_METAG	SAMN09980805	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980805/
GASP19-1_SAMN09980806_METAG	SAMN09980806	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980806/
GASP19-1_SAMN09980807_METAG	SAMN09980807	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980807/
GASP19-1_SAMN09980808_METAG	SAMN09980808	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980808/
GASP19-1_SAMN09980809_METAG	SAMN09980809	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980809/
GASP19-1_SAMN09980810_METAG	SAMN09980810	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980810/
GASP19-1_SAMN09980811_METAG	SAMN09980811	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980811/
GASP19-1_SAMN09980813_METAG	SAMN09980813	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980813/
GASP19-1_SAMN09980814_METAG	SAMN09980814	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980814/
GASP19-1_SAMN09980817_METAG	SAMN09980817	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980817/
GASP19-1_SAMN09980819_METAG	SAMN09980819	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980819/
GASP19-1_SAMN09980820_METAG	SAMN09980820	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980820/
GASP19-1_SAMN09980824_METAG	SAMN09980824	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980824/
GASP19-1_SAMN09980825_METAG	SAMN09980825	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980825/
GASP19-1_SAMN09980826_METAG	SAMN09980826	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980826/
GASP19-1_SAMN09980827_METAG	SAMN09980827	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980827/
GASP19-1_SAMN09980828_METAG	SAMN09980828	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980828/
GASP19-1_SAMN09980829_METAG	SAMN09980829	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980829/
GASP19-1_SAMN09980830_METAG	SAMN09980830	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980830/
GASP19-1_SAMN09980831_METAG	SAMN09980831	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980831/
GASP19-1_SAMN09980832_METAG	SAMN09980832	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980832/
GASP19-1_SAMN09980833_METAG	SAMN09980833	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980833/
GASP19-1_SAMN09980834_METAG	SAMN09980834	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980834/
GASP19-1_SAMN09980835_METAG	SAMN09980835	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980835/
GASP19-1_SAMN09980836_METAG	SAMN09980836	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980836/
GASP19-1_SAMN09980837_METAG	SAMN09980837	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980837/
GASP19-1_SAMN09980838_METAG	SAMN09980838	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980838/
GASP19-1_SAMN09980839_METAG	SAMN09980839	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980839/
GASP19-1_SAMN09980840_METAG	SAMN09980840	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980840/
GASP19-1_SAMN09980841_METAG	SAMN09980841	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980841/
GASP19-1_SAMN09980842_METAG	SAMN09980842	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980842/
GASP19-1_SAMN09980843_METAG	SAMN09980843	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980843/
GASP19-1_SAMN09980844_METAG	SAMN09980844	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980844/
GASP19-1_SAMN09980845_METAG	SAMN09980845	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980845/
GASP19-1_SAMN09980846_METAG	SAMN09980846	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980846/
GASP19-1_SAMN09980847_METAG	SAMN09980847	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980847/
GASP19-1_SAMN09980848_METAG	SAMN09980848	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980848/
GASP19-1_SAMN09980849_METAG	SAMN09980849	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980849/
GASP19-1_SAMN09980850_METAG	SAMN09980850	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980850/
GASP19-1_SAMN09980851_METAG	SAMN09980851	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980851/
GASP19-1_SAMN09980852_METAG	SAMN09980852	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980852/
GASP19-1_SAMN09980853_METAG	SAMN09980853	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980853/
GASP19-1_SAMN09980854_METAG	SAMN09980854	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980854/
GASP19-1_SAMN09980855_METAG	SAMN09980855	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980855/
GASP19-1_SAMN09980856_METAG	SAMN09980856	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980856/
GASP19-1_SAMN09980857_METAG	SAMN09980857	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980857/
GASP19-1_SAMN09980858_METAG	SAMN09980858	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980858/
GASP19-1_SAMN09980859_METAG	SAMN09980859	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980859/
GASP19-1_SAMN09980860_METAG	SAMN09980860	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980860/
GASP19-1_SAMN09980861_METAG	SAMN09980861	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980861/
GASP19-1_SAMN09980862_METAG	SAMN09980862	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980862/
GASP19-1_SAMN09980863_METAG	SAMN09980863	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980863/
GASP19-1_SAMN09980864_METAG	SAMN09980864	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980864/
GASP19-1_SAMN09980865_METAG	SAMN09980865	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980865/
GASP19-1_SAMN09980866_METAG	SAMN09980866	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980866/
GASP19-1_SAMN09980867_METAG	SAMN09980867	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980867/
GASP19-1_SAMN09980868_METAG	SAMN09980868	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980868/
GASP19-1_SAMN09980869_METAG	SAMN09980869	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980869/
GASP19-1_SAMN09980870_METAG	SAMN09980870	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980870/
GASP19-1_SAMN09980871_METAG	SAMN09980871	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980871/
GASP19-1_SAMN09980872_METAG	SAMN09980872	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980872/
GASP19-1_SAMN09980873_METAG	SAMN09980873	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980873/
GASP19-1_SAMN09980874_METAG	SAMN09980874	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980874/
GASP19-1_SAMN09980875_METAG	SAMN09980875	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980875/
GASP19-1_SAMN09980876_METAG	SAMN09980876	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980876/
GASP19-1_SAMN09980877_METAG	SAMN09980877	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980877/
GASP19-1_SAMN09980878_METAG	SAMN09980878	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980878/
GASP19-1_SAMN09980879_METAG	SAMN09980879	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980879/
GASP19-1_SAMN09980880_METAG	SAMN09980880	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980880/
GASP19-1_SAMN09980881_METAG	SAMN09980881	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980881/
GASP19-1_SAMN09980882_METAG	SAMN09980882	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980882/
GASP19-1_SAMN09980883_METAG	SAMN09980883	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980883/
GASP19-1_SAMN09980884_METAG	SAMN09980884	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980884/
GASP19-1_SAMN09980885_METAG	SAMN09980885	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980885/
GASP19-1_SAMN09980886_METAG	SAMN09980886	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980886/
GASP19-1_SAMN09980887_METAG	SAMN09980887	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980887/
GASP19-1_SAMN09980888_METAG	SAMN09980888	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980888/
GASP19-1_SAMN09980889_METAG	SAMN09980889	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980889/
GASP19-1_SAMN09980890_METAG	SAMN09980890	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980890/
GASP19-1_SAMN09980891_METAG	SAMN09980891	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980891/
GASP19-1_SAMN09980892_METAG	SAMN09980892	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980892/
GASP19-1_SAMN09980893_METAG	SAMN09980893	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980893/
GASP19-1_SAMN09980894_METAG	SAMN09980894	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980894/
GASP19-1_SAMN09980895_METAG	SAMN09980895	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980895/
GASP19-1_SAMN09980896_METAG	SAMN09980896	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980896/
GASP19-1_SAMN09980897_METAG	SAMN09980897	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980897/
GASP19-1_SAMN09980898_METAG	SAMN09980898	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980898/
GASP19-1_SAMN09980899_METAG	SAMN09980899	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980899/
GASP19-1_SAMN09980900_METAG	SAMN09980900	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980900/
GASP19-1_SAMN09980901_METAG	SAMN09980901	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980901/
GASP19-1_SAMN09980902_METAG	SAMN09980902	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980902/
GASP19-1_SAMN09980903_METAG	SAMN09980903	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980903/
GASP19-1_SAMN09980904_METAG	SAMN09980904	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980904/
GASP19-1_SAMN09980905_METAG	SAMN09980905	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980905/
GASP19-1_SAMN09980906_METAG	SAMN09980906	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980906/
GASP19-1_SAMN09980907_METAG	SAMN09980907	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980907/
GASP19-1_SAMN09980908_METAG	SAMN09980908	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980908/
GASP19-1_SAMN09980909_METAG	SAMN09980909	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980909/
GASP19-1_SAMN09980910_METAG	SAMN09980910	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980910/
GASP19-1_SAMN09980911_METAG	SAMN09980911	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980911/
GASP19-1_SAMN09980912_METAG	SAMN09980912	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980912/
GASP19-1_SAMN09980913_METAG	SAMN09980913	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980913/
GASP19-1_SAMN09980914_METAG	SAMN09980914	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980914/
GASP19-1_SAMN09980915_METAG	SAMN09980915	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980915/
GASP19-1_SAMN09980916_METAG	SAMN09980916	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980916/
GASP19-1_SAMN09980917_METAG	SAMN09980917	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980917/
GASP19-1_SAMN09980918_METAG	SAMN09980918	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980918/
GASP19-1_SAMN09980919_METAG	SAMN09980919	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980919/
GASP19-1_SAMN09980920_METAG	SAMN09980920	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980920/
GASP19-1_SAMN09980921_METAG	SAMN09980921	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980921/
GASP19-1_SAMN09980922_METAG	SAMN09980922	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980922/
GASP19-1_SAMN09980923_METAG	SAMN09980923	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980923/
GASP19-1_SAMN09980924_METAG	SAMN09980924	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980924/
GASP19-1_SAMN09980925_METAG	SAMN09980925	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980925/
GASP19-1_SAMN09980926_METAG	SAMN09980926	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980926/
GASP19-1_SAMN09980927_METAG	SAMN09980927	GASP19-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN09980927/
